iter	RMSE
441	9.106797032
442	9.079542744
443	9.046824197
444	9.029843056
445	9.001731471
446	8.973734364
447	8.952242285
448	8.939044316
449	8.915873285
450	8.897540349
451	8.869830521
452	8.851525598
453	8.833297851
454	8.82308075
455	8.802785678
456	8.800214647
457	8.779415407
458	8.754052849
459	8.750594866
460	8.731971365
461	8.725480317
462	8.714811361
463	8.702278069
464	8.696108387
465	8.691937346
466	8.6719244
467	8.642918919
468	8.6137546
469	8.592172489
470	8.577228109
471	8.574941073
472	8.56328682
473	8.553520119
474	8.525926658
475	8.501081392
476	8.473631416
477	8.452831307
478	8.450031213
479	8.434958124
480	8.40947792
481	8.388567153
482	8.377030933
483	8.372818029
484	8.357962328
485	8.345762344
486	8.334668031
487	8.311233135
488	8.289404132
489	8.279533336
490	8.274564391
491	8.268947535
492	8.250281678
493	8.244395234
494	8.221717009
495	8.199644573
496	8.188241323
497	8.17154131
498	8.157253216
499	8.134014013
500	8.111859833
501	8.105059314
502	8.097927485
503	8.075144961
504	8.058057743
505	8.035702887
506	8.015899859
507	7.995617386
508	7.989013798
509	7.986627334
510	7.972408573
511	7.956943422
512	7.946534114
513	7.915189188
514	7.907211025
515	7.89794494
516	7.893798092
517	7.889073532
518	7.875152874
519	7.856131974
520	7.844449001
521	7.838063848
522	7.830723485
523	7.820065492
524	7.799870967
525	7.779113515
526	7.748911961
527	7.744659266
528	7.73812134
529	7.729049153
530	7.719363058
531	7.702628957
532	7.686817022
533	7.662031674
534	7.645837722
535	7.627655414
536	7.620555896
537	7.617480485
538	7.598832713
539	7.591275622
540	7.57968761
541	7.554403996
542	7.544373745
543	7.536182687
544	7.518214843
545	7.491497874
546	7.484931985
547	7.467902489
548	7.44676885
549	7.438187159
550	7.42483991
551	7.414086289
552	7.40602602
553	7.397942691
554	7.380148677
555	7.375768189
556	7.357692729
557	7.333596873
558	7.329509194
559	7.314072217
560	7.292208637
561	7.273231602
562	7.261420361
563	7.245720089
564	7.229095646
565	7.226007142
566	7.210514901
567	7.205758121
568	7.203528937
569	7.198952166
570	7.180909656
571	7.177589064
572	7.172251471
573	7.156811447
574	7.151163166
575	7.134509566
576	7.12650313
577	7.117456152
578	7.113738823
579	7.098704781
580	7.090091751
581	7.074545132
582	7.069539727
583	7.0510153
584	7.046141707
585	7.035054291
586	7.020823357
587	6.997167398
588	6.976823981
589	6.967966656
590	6.946903385
591	6.935348859
592	6.915040858
593	6.905169243
594	6.888787211
595	6.881104675
596	6.866993327
597	6.856974242
598	6.842647715
599	6.832225758
600	6.823640083
601	6.806225547
602	6.790663425
603	6.773624251
604	6.760338656
605	6.746333066
606	6.744503036
607	6.73419958
608	6.728448006
609	6.71665338
610	6.709098632
611	6.685222099
612	6.681062529
613	6.678382653
614	6.670482453
615	6.646975793
616	6.63610784
617	6.629526147
618	6.624866361
619	6.620885046
620	6.615707107
621	6.607827967
622	6.586249903
623	6.581046901
624	6.574653802
625	6.560768942
626	6.559689199
627	6.55207267
628	6.543294584
629	6.535645039
630	6.534062198
631	6.522034419
632	6.514532537
633	6.502350909
634	6.494647989
635	6.480067348
636	6.462530567
637	6.459309788
638	6.442313092
639	6.434496191
640	6.423203987
641	6.411658367
642	6.400449148
643	6.383182192
644	6.370795508
645	6.356444483
646	6.34083411
647	6.320859503
648	6.317693298
649	6.312620043
650	6.303333051
651	6.29834224
652	6.286732116
653	6.27171656
654	6.262529761
655	6.249021956
656	6.235425665
657	6.223685444
658	6.222104491
659	6.211180359
660	6.20126936
661	6.191936072
662	6.180090643
663	6.164401222
664	6.159944409
665	6.153682747
666	6.140316706
667	6.119214609
668	6.106002508
669	6.104673138
670	6.094761497
671	6.084916418
672	6.081773771
673	6.080105796
674	6.07910661
675	6.073264354
676	6.062204541
677	6.058774535
678	6.036255608
679	6.024609275
680	6.013306852
681	5.999368956
682	5.977460978
683	5.961113579
684	5.95879385
685	5.952449361
686	5.943818032
687	5.936891665
688	5.931630302
689	5.919691929
690	5.90223395
691	5.892811172
692	5.891522884
693	5.880085013
694	5.877691146
695	5.865512119
696	5.857848807
697	5.85146483
698	5.838310865
699	5.836069557
700	5.828123992
701	5.812233523
702	5.802970555
703	5.787607842
704	5.77869017
705	5.758997411
706	5.756897564
707	5.74538031
708	5.739772942
709	5.728493837
710	5.706969072
711	5.701505819
712	5.689367499
713	5.68591912
714	5.677761744
715	5.676725134
716	5.668101113
717	5.653859489
718	5.648170642
719	5.637483325
720	5.634807214
721	5.616581101
722	5.59717722
723	5.580325665
724	5.570972998
725	5.555819328
726	5.554694044
727	5.540073767
728	5.538886902
729	5.530172902
730	5.524366733
731	5.520588446
732	5.511565651
733	5.502594901
734	5.498048441
735	5.492515792
736	5.488674455
737	5.478672894
738	5.474775425
739	5.473131366
740	5.466556024
741	5.452689774
742	5.449349642
743	5.431592098
744	5.428348971
745	5.421564656
746	5.40314338
747	5.395144101
748	5.388128805
749	5.380879762
750	5.367406369
751	5.362377717
752	5.357847455
753	5.35567037
754	5.34973398
755	5.343528147
756	5.332444986
757	5.317830103
758	5.317064963
759	5.304300114
760	5.303329384
761	5.287308554
762	5.284960666
763	5.283747503
764	5.275259434
765	5.263954031
766	5.2485145
767	5.23926898
768	5.221242256
769	5.21877241
770	5.213457285
771	5.208990629
772	5.201055884
773	5.193980703
774	5.175682667
775	5.166954901
776	5.164780469
777	5.157911695
778	5.14492855
779	5.142603256
780	5.132898645
781	5.123952224
782	5.112337511
783	5.101400624
784	5.097463219
785	5.0941693
786	5.082907002
787	5.081593344
788	5.075105437
789	5.070755366
790	5.062183623
791	5.060804351
792	5.055807577
793	5.046998229
794	5.040755617
795	5.030745633
796	5.025683082
797	5.021824368
798	5.009724715
799	5.001803598
800	4.99584008
801	4.993510024
802	4.990200924
803	4.986808278
804	4.980634583
805	4.974958112
806	4.96801953
807	4.96312164
808	4.959612661
809	4.946585996
810	4.935382675
811	4.923277346
812	4.915928414
813	4.914247684
814	4.898201448
815	4.895734978
816	4.891351953
817	4.876843979
818	4.867949007
819	4.859756537
820	4.85255122
821	4.843511705
822	4.830066092
823	4.821165574
824	4.812530139
825	4.802966481
826	4.785016942
827	4.778677735
828	4.765968028
829	4.754468306
830	4.753529623
831	4.750318979
832	4.747302236
833	4.742624524
834	4.741768287
835	4.735853178
836	4.723700347
837	4.715604772
838	4.711708687
839	4.710095944
840	4.69599579
841	4.685374928
842	4.683771567
843	4.676602118
844	4.665907352
845	4.655268064
846	4.651614512
847	4.63967883
848	4.631862513
849	4.627243662
850	4.622904963
851	4.61126795
852	4.606029031
853	4.605444376
854	4.604574928
855	4.595213933
856	4.58656928
857	4.576657626
858	4.568122805
859	4.557563968
860	4.551058871
861	4.550436698
862	4.542451312
863	4.537950865
864	4.529774889
865	4.522872477
866	4.518312871
867	4.508637911
868	4.500777563
869	4.490657797
870	4.48745522
871	4.480349237
872	4.469406235
873	4.463396802
874	4.455823521
875	4.450214265
876	4.449697141
877	4.440884423
878	4.432976595
879	4.424330852
880	4.414054847
881	4.404996849
882	4.399705684
883	4.399067315
884	4.389251908
885	4.38644623
886	4.383010102
887	4.377073097
888	4.373074688
889	4.362992694
890	4.350557671
891	4.341326203
892	4.332253082
893	4.326223447
894	4.315527637
895	4.30869075
896	4.300309209
897	4.299698272
898	4.298735573
899	4.288060546
900	4.282535856
901	4.275494482
902	4.269127021
903	4.263976823
904	4.259791187
905	4.251947258
906	4.24825296
907	4.246930173
908	4.238517801
909	4.234492499
910	4.225499782
911	4.218263719
912	4.206766611
913	4.20018903
914	4.190032336
915	4.179137961
916	4.168584903
917	4.16659396
918	4.164351561
919	4.163978421
920	4.156097948
921	4.14888217
922	4.148151238
923	4.14752103
924	4.147019018
925	4.137100771
926	4.134125396
927	4.124958163
928	4.122185838
929	4.111984075
930	4.104736851
931	4.104024469
932	4.103544527
933	4.096511819
934	4.087748056
935	4.087297236
936	4.079081378
937	4.070617356
938	4.070172789
939	4.0666283
940	4.066184009
941	4.058910266
942	4.058338739
943	4.051779861
944	4.051178957
945	4.047256939
946	4.046726523
947	4.033177184
948	4.028379332
949	4.027572613
950	4.020606448
951	4.011253325
952	4.010303533
953	4.005931197
954	4.002746503
955	4.000627249
956	3.996421011
957	3.987524954
958	3.98011101
959	3.977366539
960	3.97055894
961	3.970070624
962	3.969284186
963	3.965241759
964	3.960715928
965	3.953883958
966	3.94806076
967	3.942137196
968	3.937513171
969	3.930602513
970	3.918650914
971	3.911821649
972	3.909910174
973	3.907845303
974	3.902152693
975	3.901598322
976	3.897643067
977	3.891824511
978	3.881501025
979	3.870684893
980	3.859422645
981	3.850744975
982	3.850226164
983	3.84520873
984	3.837657023
985	3.83218342
986	3.828101663
987	3.819122756
988	3.811439691
989	3.808064294
990	3.803709503
991	3.795935251
992	3.79271479
993	3.78374661
994	3.780004369
995	3.769803328
996	3.769218016
997	3.761431711
998	3.760814933
999	3.754358333
